Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
𝙖 𝙥𝙖𝙩𝙧𝙤𝙖 𝙗𝙤𝙞𝙤𝙡𝙖 𝙙𝙤 𝙨𝙞𝙩𝙚,@Sapalizei,2020-12-18T23:52:35.000Z,"de: eu
para: vida antes do corona","Comentar o Tweet
danizinha
@danisoomin
 · 18 de dez de 2020
sextou e com sdd dela estou",https://pbs.twimg.com/profile_images/1358455116362379270/5ro8ngNV_mini.jpg,1,6,17
Eduardo Girão,@EduGiraoOficial,2020-12-18T23:56:21.000Z,"O STF está sem limites! De novo, a Suprema corte usurpa a responsabilidade dos outros poderes e pratica o nefasto ativismo judicial. Sem impor, bastaria a autorização da Anvisa p/ todos os brasileiros terem acesso gratuitamente a vacina. Por essa e outras CPI da LAVA TOGA, JÁ!",,https://pbs.twimg.com/media/Epju2ilXUAA013U?format=jpg&name=small,43,38,171
Fabio Pontes,@fabiospontes,2020-12-18T23:55:34.000Z,"Em reportagem para a 
@amazonia_real
 mostro como os Ashaninka do rio Amônia, no Alto Rio Juruá, resistem ao avanço do coronavirus até nos lugares mais remotos da Amazônia.  Com quase 900 pessoas, a TI Kampa do Rio Amônia encerra 2020 sem casos da Covid.","Como o povo Ashaninka não pegou Covid-19 até agora - Amazônia Real
Habitantes do Acre, indígenas adotaram uma rígida estratégia de isolamento e resgataram conhecimentos ancestrais Acima, cena de gravação do episódio ‘A morada de Hãkwo’, dirigido por Vincent Carelli...
amazoniareal.com.br",https://pbs.twimg.com/card_img/1360690522004873217/qaF-dUWn?format=jpg&name=240x240,2,10,28
Brunno Melo #TodosPelasVacinas,@BrunnoMeloCBN,2020-12-19T23:53:30.000Z,"Bolsonaro diz que a pressa para a vacina não se justifica. Talvez seja verdade para quem não se importa com a vida das pessoas. 
Mas o professor Tarcísio Rocha da UNB fez o cálculo: cada semana de atraso na vacinação implica no acréscimo de 10 mil mortes por Covid-19. ""E daí?!""",,https://pbs.twimg.com/ext_tw_video_thumb/1340445137198051332/pu/img/R7R8tajedO8cnJKz.jpg,22,44,182
STF,@STF_oficial,2020-12-19T13:30:00.000Z,"#JustiçaNaHistória Hoje é dia de celebrar os 9 anos de posse de ministra Rosa Weber no 
@STF_Oficial
. 
 A atual vice-presidente da Suprema Corte é a terceira mulher nomeada ao cargo de ministra do STF. ",,https://pbs.twimg.com/media/Epja2MaXIAExGJq?format=jpg&name=small,"3,4 mil",216,773
"LEGISLATIVO NÃO ME PEÇA VOTO, VÁ PRO INFERNO",,2020-12-19T23:56:55.000Z,"Esse é a pior suprema corte do Brasil de todos os tempos, e a pior do mundo atual...
Essa corte envergonha cada brasileiro honesto e trabalhador, que é desprezado e querem punir esse povo querendo obriga-lo a tomar uma VaChina que pode matar milhões no Brasil e bilhões no mundo.",,https://pbs.twimg.com/media/Epo4jtHW8AAeyfV?format=jpg&name=small,,2,3
UOL Notícias,@UOLNoticias,2020-12-19T23:55:19.000Z,"Opinião: Bolsonaro diz que ""pressa por vacina não se justifica"". E por impeachment?","Leonardo Sakamoto - Bolsonaro diz que ""pressa por vacina não se justifica"". E por impeachment?
""A pressa pela vacina não
noticias.uol.com.br",https://pbs.twimg.com/card_img/1359991476638384134/EZ0j1xiI?format=jpg&name=small,108,72,892
Mídia NINJA,@MidiaNINJA,2020-12-19T23:52:33.000Z,"Quem também é do bonde do jacaré, levanta a mão!

Via João Marchiore

Siga 
@designativista
#vemvacina #jacareporemimune #vacina #coronamemes #imunizada #covid19brasil",,https://pbs.twimg.com/media/Epo3jtAXUAIvfpB?format=jpg&name=small,10,72,543
De Lucca,@delucca,2020-12-19T23:54:50.000Z,"Que bisonha a postagem da Elizangela!

Primeiro por fazer campanha anti-vacina em tempos de pandemia e com mais de 180 mil mortos no país.

Depois, por criar um paralelo desonesto que ofende as milhares de vítimas de estupro e abusos sexuais neste país. Que vergonha!",,https://pbs.twimg.com/media/Epo3kerXcAElXv3?format=jpg&name=900x900,41,52,613
ANCAP.SU,@ancapsu,2020-12-19T23:53:00.000Z,"A enfermeira Tiffany Dover morreu? Você lembra, aquela que desmaiou depois de tomar a vacina da Pfizer. Tem gente dizendo que sim. Tem gente dizendo ser fake news. Provavelmente é fake news mesmo. Se for verdade vamos ficar sabendo em breve.",,https://pbs.twimg.com/media/Epo3Ue2XMAAeyM_?format=jpg&name=small,16,11,214
UOL,@UOL,2020-12-19T23:55:40.000Z,"Opinião: Bolsonaro diz que ""pressa por vacina não se justifica"". E por impeachment?","Leonardo Sakamoto - Bolsonaro diz que ""pressa por vacina não se justifica"". E por impeachment?
""A pressa pela vacina não
noticias.uol.com.br",https://pbs.twimg.com/card_img/1359991476638384134/EZ0j1xiI?format=jpg&name=small,63,40,418
VANDERLEY FERREIRA,@VANDERL34697709,2020-12-19T23:56:35.000Z,"Bolsonaro sobre vacina da Pfizer: 'Se você virar um jacaré, é problema seu' - ISTOÉ Independente","Bolsonaro sobre vacina da Pfizer: 'Se você virar um jacaré, é problema seu' - ISTOÉ Independente
O presidente Jair Bolsonaro questionou os possíveis efeitos colaterais das vacinas contra o coronavírus, tomando como exemplo a da Pfizer/BioNtec, e afirmou que não há garantia de que ela não...
istoe.com.br",https://pbs.twimg.com/card_img/1362554629242974215/Gyt_JjpZ?format=jpg&name=small,,1,1
Joao,@KimJoaoUn,2020-12-19T23:59:04.000Z,"Voce acha que quem duvida de vacinas é burro? — Nao necessariamente. Voce duvidar da eficácia de um imunizante pois existe algo que aponta que existem grandes riscos na distribuiçao dele é uma coisa, totalmente justo, erros em[...]","KimJoaoUn
CuriousCat is a Q&A social network that allows you to connect with your followers and know new people.
curiouscat.qa",https://pbs.twimg.com/card_img/1362111257625698307/qXK3u9VB?format=jpg&name=240x240,1,,14
Woody,@DeiRelas,2020-12-19T23:59:06.000Z,"Eu gosto da revolta da vacina pq faz todo o sentido.

Era uma época que as pessoas tinham muita pouca informação, aí chega um prefeito que destrói sua moradia e te expulsa para periferia. Depois ele chega com umas ideias loucas de enfiar uma agulha no seu braço com a doença, para","Comentar o Tweet
História No Paint
@HistoriaNoPaint
 · 19 de dez de 2020
Pare, pare imediatamente
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1217503352742928384/0Y1jGwUb_mini.jpg,1,1,3
Alexandre Garcia,@alexandregarcia,2020-12-19T23:46:02.000Z,"Tal como no maço de cigarro. O conteúdo é o mesmo, mas o rótulo avisa. Tipo “não venha alegar que não avisamos”.","Comentar o Tweet
Bia Kicis
@Biakicis
 · 19 de dez de 2020
Vacina da Pfizer provoca reação alérgica grave em mulher no Alasca e laboratório promete mudar o rótulo. Isso mesmo que vc está lendo, vai mudar o rótulo.",https://pbs.twimg.com/profile_images/1350130658664980487/f_Iv-N67_mini.jpg,638,"2,6 mil",11 mil
Tradcon News Brasil,@TradConNews,2020-12-19T23:57:02.000Z," | Harald Schmidt, especialista em ética e política de saúde na Universidade da Pensilvânia, defendeu que devemos deixar de priorizar idosos na vacinação porque em maioria são brancos que vivem mais, ou seja, já teriam sido ""beneficiados"" pela sociedade o bastante.",,https://pbs.twimg.com/media/Epo4mINXEAcANNt?format=jpg&name=small,2,3,7
kurt motivo do ar existir.,@thwrolling,2020-12-19T23:54:17.000Z,"tem gente que morre toda vez que você posta, teve gente que pegou dengue, corona, câncer, febre amarela, perdeu uma perna, teve um infarto sempre que você posta uma bobagem. então por favor.....","Comentar o Tweet
ba
|
: ACOSF
@myfairyrogg
 · 19 de dez de 2020
Slash para de postar merda no Instagram pfv ta todo mundo pedindo",https://pbs.twimg.com/profile_images/1346618233684717568/RPV4Iv7k_mini.jpg,1,,3
"Andréia de Jesus
#VidasNegrasImportam",,2020-12-19T23:54:47.000Z,"Cadê o Plano integrado de vacinação?
 Quais as diretrizes de vacinação desenvolvidas p/ a proteção dos grupos mais vulnerabilizados (privadas de liberdade, quilombolas e profissionais dos serviços essenciais?",,https://pbs.twimg.com/media/EpoySGPWwAEuVQ7?format=jpg&name=small,3,6,51
Bia Kicis,@Biakicis,2020-12-19T23:13:09.000Z,"Vacina da Pfizer provoca reação alérgica grave em mulher no Alasca e laboratório promete mudar o rótulo. Isso mesmo que vc está lendo, vai mudar o rótulo.",,https://pbs.twimg.com/ext_tw_video_thumb/1340434986013503489/pu/img/UWHMNpFoAhYPeep8.jpg,797,"3,3 mil","11,6 mil"
operação lydileite,@ly_carr,2020-12-19T23:56:13.000Z,É tomar a vacina contra covid-19 e virar o protagonista de a forma da água da minha própria vida,,https://pbs.twimg.com/media/Epo4aPWW8AM7wrQ?format=jpg&name=small,1,1,8
PCdoB,@PCdoB_Oficial,2020-12-19T23:59:19.000Z,"Medida autoriza o Brasil a aderir ao consórcio Covax Facility, aliança internacional coordenada pela Organização Mundial da Saúde. Leia aqui: https://bit.ly/34sPTvR #VacinaParaTodos #VacinaçãoJá #EuQueroVacina #VacinaJá #Vacina #Saúde #Brasil #Covid19 #PCdoB65",,https://pbs.twimg.com/media/Epo4ld6XIAEFQez?format=jpg&name=small,2,,7
Thássius,@thassius,2020-12-19T23:55:52.000Z,Deu ruim! A Apple voltou a fechar as lojas na Califórnia por causa do coronavírus.,"Comentar o Tweet
scott budman
@scottbudman
 · 19 de dez de 2020
#Breaking: Apple temporary closes all 53 of its California stores due to #COVID19.",https://pbs.twimg.com/profile_images/729537013527912449/cWMSXIy__mini.jpg,1,,11
Marisa Coelho,@MarisaCoelho10,2020-12-20T23:57:14.000Z,"Assembleia aprova projeto de lei que proíbe a vacinação obrigatória contra a Covid-19 em Goiás | Goiás | G1 https://g1.globo.com/go/goias/noticia/2020/12/17/assembleia-aprova-projeto-de-lei-que-proibe-a-vacinacao-obrigatoria-contra-a-covid-19-em-goias.ghtml…  eles que cuidem da vida deles porque  não soubemos se está vacina não matarão  muitos,e triste de ver estes políticos querem  serem os herói","Assembleia aprova projeto de lei que proíbe a vacinação obrigatória contra a Covid-19 em Goiás
Matéria ainda precisa ser analisada pelo governador Ronaldo Caiado (DEM), que pode vetá-la ou sancioná-la. No texto, deputado delegado Humberto Teófilo (PSL) fala sobre direito à liberdade individual...
g1.globo.com",https://pbs.twimg.com/card_img/1362408347333496834/8nbCcy3E?format=jpg&name=small,,,1
"Dianna, A elfa mais perfeita do multiverso",@princes_of_OoO,2020-12-20T23:57:46.000Z,Só toma vacina quem não se garante no sistema imunológico,,https://pbs.twimg.com/media/EpuCW0MW4AQ0Woh?format=jpg&name=240x240,1,,4
TeAtualizei,@taoquei1,2020-12-19T02:50:06.000Z,Meu Deus!!!,"Comentar o Tweet
Allan Dos Santos
@allanldsantos
 · 18 de dez de 2020
Comentem vocês, pois só saberia xingar.",https://pbs.twimg.com/profile_images/1354991366074490883/bKiXYpAe_mini.jpg,221,"1,2 mil","5,3 mil"
ANDR3A P0LACA I\/ -,@risepolishand,2020-12-20T23:51:52.000Z,General Pazuelo explica ao público que não haverá vacina obrigatória.,,https://pbs.twimg.com/media/EpuBAR8XEAQRalV?format=jpg&name=small,2,1,12
moraes uai,@Lara__Moraes,2020-12-20T23:51:55.000Z,"Só eu que lá no fundo considerava ela como minha vó? Na boa véi marcou muito minha infância

Coronavírus você foi longe de mais","Comentar o Tweet
Renan Brites Peixoto
@RenanPeixoto_
 · 20 de dez de 2020
URGENTE: A atriz Nicette Bruno morreu na manhã deste domingo (20), aos 87 anos. Ela estava internada com Covid-19 na Unidade de Terapia Intensiva (UTI) da Casa de Saúde São José, no Humaitá, Zona Sul do Rio.
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1335310339659993090/3l8g16vs_mini.jpg,,1,4
gusta,@gustacanedo,2020-12-20T23:54:48.000Z,Espero que a UFSJ me vacine tão logo quanto sair a vacina,"Comentar o Tweet
rolim
@rolimxico
 · 20 de dez de 2020
Espero que a UFMG me vacine tão logo quanto sair a vacina",https://pbs.twimg.com/profile_images/1355185069787394048/T71fHVeW_mini.jpg,,2,6
Achtung Baby,@2JZSwapped,2020-12-20T23:59:19.000Z,Kk jacaré vacina kkk,"Comentar o Tweet
luiz henrique
@luizhenrisque
 · 20 de dez de 2020
a beyoncé já vacinou os gêmeos ",https://pbs.twimg.com/profile_images/1238661293357367296/QL2L6fQ5_mini.jpg,1,,3
ℜ𝔬𝔱𝔱𝔦𝔫𝔦,@nicolly_rottini,2020-12-20T23:52:01.000Z,Medo de vacina??????? Eu já beijei colorado,"Comentar o Tweet
mi
@arrwscaetz
 · 15 de dez de 2020
medo de vacina??????? eu já beijei vascaíno",https://pbs.twimg.com/profile_images/1361876939871580161/Qt4E24P7_mini.jpg,1,,4
CNN Brasil,@CNNBrasil,2020-12-20T23:15:14.000Z,"Basília Rodrigues: São Paulo vai apresentar o pedido de registro da vacina Coronavac à Anvisa, nesta semana, com mais de 90% de eficácia comprovada, disseram integrantes do governo à CNN","Coronavac terá mais de 90% de eficácia, afirmam integrantes do governo paulista
Governo paulista vai apresentar pedido de registro da vacina à Anvisa nesta semana
cnnbrasil.com.br",https://pbs.twimg.com/card_img/1359945018040086534/BYOEiZHP?format=jpg&name=small,51,77,433
⌜𝒄𝒂𝒄𝒂𝒖⌟,@callmebonesx,2020-12-20T23:56:34.000Z,NO MEU PAÍS BRASIL O PRESIDENTE FALA QUE QUEM TOMAR VACINA VIRA JACARÉ VOCÊS ME RESPEITA,"Comentar o Tweet
˗ˏˋ emmy ˎˊ˗
@EmmyRosam
 · 19 de dez de 2020
Sorry but fuck the government. Australia and New Zealand have successfully handled this pandemic and the UK is just a laughable mess
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1350227330069835776/bwtkyCqf_mini.jpg,,,2
lagartixa malasiatica,@amorim44_,2020-12-20T23:59:45.000Z,Tava virando jacaré,"Comentar o Tweet
feio esquizofrenico e fracassado
@Dannnm_
 · 20 de dez de 2020",https://pbs.twimg.com/profile_images/1361165358355390468/7p4JDbrt_mini.png,,1,2
Bernardo Pascowitch,@bspasco,2020-12-20T23:51:34.000Z,"No resumo da próxima semana, pacote fiscal nos EUA, mutação do coronavírus no UK, Tesla no S&P 500. Vem ver! 

https://youtu.be/9_4caceb9cY

#investimentos
#ibovespa
#ibov
#fintwit
#fintwitbr
#bernardopascowitch
#yubb
#tesla
#tsla34
#coronavírus
#Covid_19","Tesla (TSLA34) no S&P 500, pacote fiscal dos EUA e coronavírus: esta...
Na última semana antes do Natal -- e uma semana relativamente curta para os investimentos -- os olhos estarão voltados para a continuação das negociações do ...
youtube.com",https://pbs.twimg.com/card_img/1360786877889064961/u30fiAy_?format=jpg&name=240x240,,2,2
MVM_News,@MVM_News,2020-12-20T23:57:13.000Z,O presidente Bolsonaro afirma que a vacina COVID pode transformar pessoas em crocodilos,"Comentar o Tweet
Artur Rocha
@Arturdarocha
 · 20 de dez de 2020
Brazilian President Bolsonaro claims COVID vaccine could turn people into alligators https://nypost.com/2020/12/19/brazilian-prez-bolsonaro-claims-covid-vaccine-could-turn-people-into-alligators/?utm_source=whatsapp_sitebuttons…
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1300930084908535808/y-yBCFkK_mini.jpg,,2,1
Warss,@renanwarss,2020-12-20T23:57:17.000Z,"Mais um trabalho entregue nesse final de ano difícil de 2020. Eu perdi alguns trampos por conta do corona, mas outros surgiram. Obrigado 
@RazerBrazil
 @BBLEsports
, obrigado senhor por me guiar nos momentos difíceis. Cada dia evoluindo para ser um narrador mais completo.",,https://pbs.twimg.com/media/EpuCPtuW4AIDA19?format=jpg&name=small,2,1,26
"a musa
𝙘𝙤𝙢𝙚𝙣𝙩𝙖𝙧𝙞𝙨𝙩𝙖 𝙙𝙤 𝘽𝘽𝘽𝟮𝟭",@irys_nacsili,2020-12-20T23:53:44.000Z,"Vamo vacinar primeiro ele p ver se a vacina é veneno s ou não, o ruim é se n for veneno nesse caso","Comentar o Tweet
ILLUMINATI DE JEOVÁ
@rugohugo
 · 19 de dez de 2020
A gente precisa criar um abaixo-assinado pro Caetano Veloso ser o primeiro brasileiro a ser vacinado, porque a gente não pode correr nenhum risco de perder este homem.",https://pbs.twimg.com/profile_images/1094425143068295168/USTMARLk_mini.jpg,,,3
Deputado Capitão Macedo,@DeputadoCMacedo,2020-12-20T23:53:07.000Z,Qual segurança teremos para tomar essa vacina?,"Comentar o Tweet
Bia Kicis
@Biakicis
 · 19 de dez de 2020
Vacina da Pfizer provoca reação alérgica grave em mulher no Alasca e laboratório promete mudar o rótulo. Isso mesmo que vc está lendo, vai mudar o rótulo.",https://pbs.twimg.com/profile_images/1350130658664980487/f_Iv-N67_mini.jpg,1,2,6
Fravio,@fravenriq,2020-12-20T23:53:08.000Z,"a fila pra fazer as arvrinha de Natal cas @ tá mais longa q a da vacina

*have a little patience",,https://pbs.twimg.com/media/EpuBMZ4XYAYNFID?format=jpg&name=small,1,,16
laile,@laylarobert_a,2020-12-20T23:37:08.000Z,Imagina se falasse o contrario ,"Comentar o Tweet
fogrin 20/02
@foguin_arts
 · 19 de dez de 2020
se eu toma essa vacina e fica branco vô fica bolado",https://pbs.twimg.com/profile_images/1354099392647729152/lvRTOysR_mini.jpg,3,,29
Odraude Izrets (Zumbi Existencial da 3ª Idade),@OdraudeIzrets,2020-12-20T23:58:46.000Z,"Enquanto isso, da família, me chegam vários relatos de médicos calhordas ainda receitando cloroquina e recomendando a seus pacientes (inclusive quando a consulta não tem nada a ver com a pandemia) que não tomem a vacina.","Pesadelos, 250 dias sem folgas, crises de choro: o esgotamento dos profissionais das UTIs para...
Médicos, enfermeiros e técnicos de enfermagem falam do cansaço físico e mental depois de nove meses de pandemia de coronavírus no Rio Grande do Sul
gauchazh.clicrbs.com.br",https://pbs.twimg.com/card_img/1363152699076788227/O1gFbax8?format=jpg&name=small,1,1,4
Fernando Amaral,@JairEuAcredito,2020-12-21T23:55:39.000Z,É VERDADE! A MULHER MORREU DEPOIS DA VACINA. Veja o atestado de óbito dela!,"É VERDADE! A MULHER MORREU DEPOIS DA VACINA. Veja o atestado de óbito dela - Presidente Bolsonaro
Veja o atestado de óbito dela! Eles estão silenciando a todos, mas a verdade é filha do tempo e como o sol. A enfermeira que tomou a vacina ao vivo nos EUA e 17 minutos depois desmaiou (19/12), hoje...
presidentebolsonaro.com",https://pbs.twimg.com/card_img/1361036759031816198/5kWkVwrK?format=jpg&name=small,,8,10
